	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	Biosample	GEO Series	GEO Sample	PMID	biosample_strain	biosample_genotype	R1	R2	passed_fastqc	passed_reads_mapped_to_CDS	passed_global_correlation	project	condition	reference_condition	strain_description	base_media	carbon_source	treatment	temperature	pH	OD	growth_phase	notes	skip	full_name	passed_replicate_correlations
SRX7520948	2020-02-05 6:40:56	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	HiSeq X Five	SRR10850404	SRP240336	PRJNA599448	599448	SRS5960443	SAMN13751833	SRA1022226	RNA-Seq	cDNA	TRANSCRIPTOMIC		JIANGNAN UNIVERSITY	0	0.0	9817402	13751833			32109677	subtilis 168				True	True	True	mk7	static	shake	168	defined fermentation medium	glucose(5%); sucrose(5%)		40.0			static fermentation			mk7:static	True
SRX7520949	2020-02-05 6:40:56	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	HiSeq X Five	SRR10850403	SRP240336	PRJNA599448	599448	SRS5960444	SAMN13751834	SRA1022226	RNA-Seq	cDNA	TRANSCRIPTOMIC		JIANGNAN UNIVERSITY	0	0.0	9817403	13751834			32109677	subtilis 168				True	True	True	mk7	static	shake	168	defined fermentation medium	glucose(5%); sucrose(5%)		40.0			static fermentation			mk7:static	True
SRX7520950	2020-02-05 6:40:56	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	HiSeq X Five	SRR10850402	SRP240336	PRJNA599448	599448	SRS5960445	SAMN13751835	SRA1022226	RNA-Seq	cDNA	TRANSCRIPTOMIC		JIANGNAN UNIVERSITY	0	0.0	9817404	13751835			32109677	subtilis 168				True	True	True	mk7	static	shake	168	defined fermentation medium	glucose(5%); sucrose(5%)		40.0			static fermentation			mk7:static	True
SRX7520951	2020-02-05 6:40:56	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	HiSeq X Five	SRR10850401	SRP240336	PRJNA599448	599448	SRS5960446	SAMN13751836	SRA1022226	RNA-Seq	cDNA	TRANSCRIPTOMIC		JIANGNAN UNIVERSITY	0	0.0	9817405	13751836			32109677	subtilis 168				True	True	True	mk7	static	shake	168	defined fermentation medium	glucose(5%); sucrose(5%)		40.0			static fermentation			mk7:static	True
SRX8138083	2020-07-30 16:48:20	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR11569154;SRR11569155	SRP257376	PRJNA626443	626443	SRS6501228	SAMN14640607	SRA1066849	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	10615316	14640607	GSE148903	GSM4485628		168	trp+			True	True	True	amb	ctrl	ctrl	W168	LB					0.5				amb:ctrl	True
SRX8138084	2020-07-30 16:48:20	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR11569156;SRR11569157	SRP257376	PRJNA626443	626443	SRS6501229	SAMN14640606	SRA1066849	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	10615317	14640606	GSE148903	GSM4485629		168	trp+			True	True	True	amb	ctrl	ctrl	W168	LB					0.5				amb:ctrl	True
SRX8138085	2020-07-30 16:48:20	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR11569158;SRR11569159	SRP257376	PRJNA626443	626443	SRS6501230	SAMN14640605	SRA1066849	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	10615318	14640605	GSE148903	GSM4485630		168	trp+			True	True	True	amb	ctrl	ctrl	W168	LB					0.5				amb:ctrl	True
SRX8138086	2020-07-30 16:48:20	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR11569160;SRR11569161	SRP257376	PRJNA626443	626443	SRS6501231	SAMN14640604	SRA1066849	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	10615319	14640604	GSE148903	GSM4485631		168	trp+			True	True	True	amb	amb	ctrl	W168	LB		amphotericinB(10ug)	37.0		0.5				amb:amb	True
SRX8138087	2020-07-30 16:48:20	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR11569162;SRR11569152	SRP257376	PRJNA626443	626443	SRS6501232	SAMN14640603	SRA1066849	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	10615320	14640603	GSE148903	GSM4485632		168	trp+			True	True	True	amb	amb	ctrl	W168	LB		amphotericinB(10ug)	37.0		0.5				amb:amb	True
SRX8138088	2020-07-30 16:48:20	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR11569153	SRP257376	PRJNA626443	626443	SRS6501233	SAMN14640602	SRA1066849	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	10615321	14640602	GSE148903	GSM4485633		168	trp+			True	True	True	amb	amb	ctrl	W168	LB		amphotericinB(10ug)	37.0		0.5				amb:amb	True
SRX8170783	2020-07-31 17:24:19	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR11604253;SRR11604254	SRP258275	PRJNA627858	627858	SRS6531094	SAMN14688126	SRA1068719	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	10648016	14688126	GSE149270	GSM4495259		168	trp+			True	True	True	synant49	ctrl	ctrl	W168	LB			37.0		0.5				synant49:ctrl	True
SRX8170784	2020-07-31 17:24:19	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR11604255;SRR11604256	SRP258275	PRJNA627858	627858	SRS6531095	SAMN14688125	SRA1068719	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	10648017	14688125	GSE149270	GSM4495260		168	trp+			True	True	True	synant49	ctrl	ctrl	W168	LB			37.0		0.5				synant49:ctrl	True
SRX8170785	2020-07-31 17:24:19	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR11604257;SRR11604258	SRP258275	PRJNA627858	627858	SRS6531096	SAMN14688129	SRA1068719	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	10648018	14688129	GSE149270	GSM4495261		168	trp+			True	True	True	synant49	ctrl	ctrl	W168	LB			37.0		0.5				synant49:ctrl	True
SRX8170786	2020-07-31 17:24:19	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR11604259	SRP258275	PRJNA627858	627858	SRS6531097	SAMN14688128	SRA1068719	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	10648019	14688128	GSE149270	GSM4495262		168	trp+			True	True	True	synant49	synant49	ctrl	W168	LB		SynAnt49(4ug/mL)	37.0		0.5				synant49:synant49	True
SRX8170787	2020-07-31 17:24:19	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR11604260	SRP258275	PRJNA627858	627858	SRS6531098	SAMN14688127	SRA1068719	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	10648020	14688127	GSE149270	GSM4495263		168	trp+			True	True	True	synant49	synant49	ctrl	W168	LB		SynAnt49(4ug/mL)	37.0		0.5				synant49:synant49	True
SRX8170788	2020-07-31 17:24:19	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR11604261	SRP258275	PRJNA627858	627858	SRS6531099	SAMN14688124	SRA1068719	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	10648021	14688124	GSE149270	GSM4495264		168	trp+			True	True	True	synant49	synant49	ctrl	W168	LB		SynAnt49(4ug/mL)	37.0		0.5				synant49:synant49	True
