SubtiWiki,BSU_number,FuncId,FuncName1,FuncName2,FuncName3,FuncName4,FuncName5
dck,BSU_00140,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,purine salvage and interconversion,NA
hprT,BSU_00680,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,purine salvage and interconversion,NA
dgk,BSU_00150,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,purine salvage and interconversion,NA
deoD,BSU_19630,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,purine salvage and interconversion,NA
prs,BSU_00510,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,biosynthesis/ acquisition of pyrimidine nucleotides,NA
thyB,BSU_21820,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,biosynthesis/ acquisition of pyrimidine nucleotides,NA
pyrH,BSU_16510,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,biosynthesis/ acquisition of pyrimidine nucleotides,NA
pyrG,BSU_37150,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,biosynthesis/ acquisition of pyrimidine nucleotides,NA
pyrB,BSU_15490,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,biosynthesis/ acquisition of pyrimidine nucleotides,NA
pyrR,BSU_15470,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,biosynthesis/ acquisition of pyrimidine nucleotides,NA
pyrP,BSU_15480,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,biosynthesis/ acquisition of pyrimidine nucleotides,NA
pyrC,BSU_15500,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,biosynthesis/ acquisition of pyrimidine nucleotides,NA
pyrAA,BSU_15510,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,biosynthesis/ acquisition of pyrimidine nucleotides,NA
pyrAB,BSU_15520,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,biosynthesis/ acquisition of pyrimidine nucleotides,NA
pyrK,BSU_15530,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,biosynthesis/ acquisition of pyrimidine nucleotides,NA
pyrD,BSU_15540,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,biosynthesis/ acquisition of pyrimidine nucleotides,NA
pyrF,BSU_15550,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,biosynthesis/ acquisition of pyrimidine nucleotides,NA
pyrE,BSU_15560,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,biosynthesis/ acquisition of pyrimidine nucleotides,NA
udk,BSU_27330,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,biosynthesis/ acquisition of pyrimidine nucleotides,NA
tmk,BSU_00280,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,biosynthesis/ acquisition of pyrimidine nucleotides,NA
upp,BSU_36890,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,biosynthesis/ acquisition of pyrimidine nucleotides,NA
thyA,BSU_17680,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,biosynthesis/ acquisition of pyrimidine nucleotides,NA
cmk,BSU_22890,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,biosynthesis/ acquisition of pyrimidine nucleotides,NA
tdk,BSU_37060,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,biosynthesis/ acquisition of pyrimidine nucleotides,NA
nrdI,BSU_17370,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,biosynthesis/ acquisition of nucleotides/ other,NA
nrdE,BSU_17380,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,biosynthesis/ acquisition of nucleotides/ other,NA
nrdF,BSU_17390,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,biosynthesis/ acquisition of nucleotides/ other,NA
yhcR,BSU_09190,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,biosynthesis/ acquisition of nucleotides/ other,NA
rnr,BSU_33610,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,biosynthesis/ acquisition of nucleotides/ other,NA
nrdEB,BSU_20060,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,biosynthesis/ acquisition of nucleotides/ other,NA
yutK,BSU_32180,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,biosynthesis/ acquisition of nucleotides/ other/ based on similarity,NA
yxlA,BSU_38710,SW 2.5,Metabolism,nucleotide metabolism,biosynthesis/ acquisition of nucleotides,biosynthesis/ acquisition of nucleotides/ other/ based on similarity,NA
ykuI,BSU_14090,SW 2.5,Metabolism,nucleotide metabolism,metabolism of signalling nucleotides,NA,NA
gdpP,BSU_40510,SW 2.5,Metabolism,nucleotide metabolism,metabolism of signalling nucleotides,NA,NA
disA,BSU_00880,SW 2.5,Metabolism,nucleotide metabolism,metabolism of signalling nucleotides,NA,NA
ywaC,BSU_38480,SW 2.5,Metabolism,nucleotide metabolism,metabolism of signalling nucleotides,NA,NA
relA,BSU_27600,SW 2.5,Metabolism,nucleotide metabolism,metabolism of signalling nucleotides,NA,NA
yjbM,BSU_11600,SW 2.5,Metabolism,nucleotide metabolism,metabolism of signalling nucleotides,NA,NA
ytrP,BSU_29650,SW 2.5,Metabolism,nucleotide metabolism,metabolism of signalling nucleotides,NA,NA
cdaA,BSU_01750,SW 2.5,Metabolism,nucleotide metabolism,metabolism of signalling nucleotides,NA,NA
cdaR,BSU_01760,SW 2.5,Metabolism,nucleotide metabolism,metabolism of signalling nucleotides,NA,NA
yhcK,BSU_09120,SW 2.5,Metabolism,nucleotide metabolism,metabolism of signalling nucleotides,NA,NA
ykoW,BSU_13420,SW 2.5,Metabolism,nucleotide metabolism,metabolism of signalling nucleotides,NA,NA
cdaS,BSU_19430,SW 2.5,Metabolism,nucleotide metabolism,metabolism of signalling nucleotides,NA,NA
ydaK,BSU_04280,SW 2.5,Metabolism,nucleotide metabolism,metabolism of signalling nucleotides,NA,NA
yuxH,BSU_31740,SW 2.5,Metabolism,nucleotide metabolism,metabolism of signalling nucleotides,NA,NA
pbuE,BSU_05800,SW 2.5,Metabolism,nucleotide metabolism,nucleotide metabolism/ other,NA,NA
cdd,BSU_25300,SW 2.5,Metabolism,nucleotide metabolism,nucleotide metabolism/ other,NA,NA
ndk,BSU_22730,SW 2.5,Metabolism,nucleotide metabolism,nucleotide metabolism/ other,NA,NA
yncF,BSU_17660,SW 2.5,Metabolism,nucleotide metabolism,nucleotide metabolism/ other,NA,NA
yosS,BSU_20020,SW 2.5,Metabolism,nucleotide metabolism,nucleotide metabolism/ other,NA,NA
alr,BSU_04640,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of peptidoglycan,NA
dat,BSU_09670,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of peptidoglycan,NA
ddl,BSU_04560,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of peptidoglycan,NA
glmM,BSU_01770,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of peptidoglycan,NA
glmS,BSU_01780,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of peptidoglycan,NA
mraY,BSU_15190,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of peptidoglycan,NA
murAA,BSU_36760,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of peptidoglycan,NA
murAB,BSU_37100,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of peptidoglycan,NA
murB,BSU_15230,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of peptidoglycan,NA
murC,BSU_29790,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of peptidoglycan,NA
murD,BSU_15200,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of peptidoglycan,NA
murE,BSU_15180,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of peptidoglycan,NA
murF,BSU_04570,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of peptidoglycan,NA
murG,BSU_15220,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of peptidoglycan,NA
patA,BSU_14000,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of peptidoglycan,NA
racE,BSU_28390,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of peptidoglycan,NA
spoVB,BSU_27670,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of peptidoglycan,NA
spoVE,BSU_15210,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of peptidoglycan,NA
yabM,BSU_00570,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of peptidoglycan,NA
ykuQ,BSU_14180,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of peptidoglycan,NA
ykuR,BSU_14190,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of peptidoglycan,NA
yrpC,BSU_26810,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of peptidoglycan,NA
ytgP,BSU_30050,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of peptidoglycan,NA
gcaD,BSU_00500,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of peptidoglycan,NA
ldt,BSU_14040,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of peptidoglycan,NA
dgkB,BSU_06720,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of lipoteichoic acid,NA
yfnI,BSU_07260,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of lipoteichoic acid,NA
yqgS,BSU_24840,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of lipoteichoic acid,NA
yvgJ,BSU_33360,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of lipoteichoic acid,NA
ltaS,BSU_07710,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of lipoteichoic acid,NA
dgkA,BSU_25310,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of lipoteichoic acid,NA
dltA,BSU_38500,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of teichoic acid,NA
dltB,BSU_38510,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of teichoic acid,NA
dltC,BSU_38520,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of teichoic acid,NA
dltD,BSU_38530,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of teichoic acid,NA
dltE,BSU_38540,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of teichoic acid,NA
ggaA,BSU_35690,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of teichoic acid,NA
ggaB,BSU_35680,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of teichoic acid,NA
gtaB,BSU_35670,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of teichoic acid,NA
gtaC,BSU_38210,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of teichoic acid,NA
mnaA,BSU_35660,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of teichoic acid,NA
tagA,BSU_35750,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of teichoic acid,NA
tagB,BSU_35760,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of teichoic acid,NA
tagC,BSU_35770,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of teichoic acid,NA
tagD,BSU_35740,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of teichoic acid,NA
tagE,BSU_35730,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of teichoic acid,NA
tagF,BSU_35720,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of teichoic acid,NA
tagG,BSU_35710,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of teichoic acid,NA
tagH,BSU_35700,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of teichoic acid,NA
tagO,BSU_35530,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of teichoic acid,NA
tuaA/1,BSU_35609,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of teichuronic acid,NA
tuaA/2,BSU_35610,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of teichuronic acid,NA
tuaB,BSU_35600,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of teichuronic acid,NA
tuaC,BSU_35590,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of teichuronic acid,NA
tuaD,BSU_35580,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of teichuronic acid,NA
tuaE,BSU_35570,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of teichuronic acid,NA
tuaF,BSU_35560,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of teichuronic acid,NA
tuaG,BSU_35550,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of teichuronic acid,NA
tuaH,BSU_35540,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of teichuronic acid,NA
uppS,BSU_16530,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of the carrier lipid undecaprenylphosphate,NA
bcrC,BSU_36530,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cell wall components,biosynthesis of the carrier lipid undecaprenylphosphate,NA
bioI,BSU_30190,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cofactors,biosynthesis/ acquisition of biotin,NA
bioB,BSU_30200,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cofactors,biosynthesis/ acquisition of biotin,NA
bioD,BSU_30210,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cofactors,biosynthesis/ acquisition of biotin,NA
bioF,BSU_30220,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cofactors,biosynthesis/ acquisition of biotin,NA
bioA,BSU_30230,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cofactors,biosynthesis/ acquisition of biotin,NA
bioW,BSU_30240,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cofactors,biosynthesis/ acquisition of biotin,NA
yhfU,BSU_10370,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cofactors,biosynthesis/ acquisition of biotin,NA
birA,BSU_22440,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cofactors,biosynthesis/ acquisition of biotin,NA
ribU,BSU_23050,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cofactors,biosynthesis/ acquisition of riboflavin/ FAD,NA
ribT,BSU_23240,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cofactors,biosynthesis/ acquisition of riboflavin/ FAD,NA
ribH,BSU_23250,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cofactors,biosynthesis/ acquisition of riboflavin/ FAD,NA
ribA,BSU_23260,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cofactors,biosynthesis/ acquisition of riboflavin/ FAD,NA
ribE,BSU_23270,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cofactors,biosynthesis/ acquisition of riboflavin/ FAD,NA
ribD,BSU_23280,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cofactors,biosynthesis/ acquisition of riboflavin/ FAD,NA
ribC,BSU_16670,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cofactors,biosynthesis/ acquisition of riboflavin/ FAD,NA
thiG,BSU_11690,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cofactors,biosynthesis/ acquisition of thiamine,NA
yloS,BSU_15800,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cofactors,biosynthesis/ acquisition of thiamine,NA
tenI,BSU_11660,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cofactors,biosynthesis/ acquisition of thiamine,NA
tenA,BSU_11650,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cofactors,biosynthesis/ acquisition of thiamine,NA
thiO,BSU_11670,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cofactors,biosynthesis/ acquisition of thiamine,NA
thiS,BSU_11680,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cofactors,biosynthesis/ acquisition of thiamine,NA
thiF,BSU_11700,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cofactors,biosynthesis/ acquisition of thiamine,NA
thiD,BSU_11710,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cofactors,biosynthesis/ acquisition of thiamine,NA
dxs,BSU_24270,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cofactors,biosynthesis/ acquisition of thiamine,NA
ylmB,BSU_15350,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cofactors,biosynthesis/ acquisition of thiamine,NA
thiX,BSU_13210,SW 2.6,Metabolism,additional metabolic pathways,biosynthesis of cofactors,biosynthesis/ acquisition of thiamine,NA
