UniProtKB	P45949	arsR		GO:0006355	GO_REF:0000033	IBA	PANTHER:PTN002108422|UniProtKB:P37309	P	Arsenical resistance operon repressor	UniProtKB:P45949|PTN002108560	protein	NCBITaxon:224308	20170228	GO_Central			regulation of DNA-templated transcription
UniProtKB	Q45061	yneP		GO:0047617	GO_REF:0000033	IBA	PANTHER:PTN001273712|UniProtKB:P77712|UniProtKB:Q55777	F	Putative acyl-CoA thioesterase YneP	UniProtKB:Q45061|PTN001273724	protein	NCBITaxon:224308	20190502	GO_Central			fatty acyl-CoA hydrolase activity
UniProtKB	Q45064	plsY		GO:0005886	GO_REF:0000033	IBA	PANTHER:PTN001250899|UniProtKB:P60782	C	Glycerol-3-phosphate acyltransferase	UniProtKB:Q45064|PTN000768026	protein	NCBITaxon:224308	20200414	GO_Central			plasma membrane
UniProtKB	P32732	truB		GO:0009982	GO_REF:0000033	IBA	PANTHER:PTN000349172|SGD:S000005236|UniProtKB:P60340|UniProtKB:Q8WWH5	F	tRNA pseudouridine synthase B	UniProtKB:P32732|PTN000349223	protein	NCBITaxon:224308	20170228	GO_Central			pseudouridine synthase activity
UniProtKB	P32732	truB		GO:0006400	GO_REF:0000033	IBA	PANTHER:PTN000349172|UniProtKB:Q8WWH5|UniProtKB:P60340|SGD:S000005236	P	tRNA pseudouridine synthase B	UniProtKB:P32732|PTN000349223	protein	NCBITaxon:224308	20220923	GO_Central			tRNA modification
UniProtKB	P32732	truB		GO:1990481	GO_REF:0000033	IBA	PANTHER:PTN000349172|UniProtKB:Q8WWH5|SGD:S000005236	P	tRNA pseudouridine synthase B	UniProtKB:P32732|PTN000349223	protein	NCBITaxon:224308	20200808	GO_Central			mRNA pseudouridine synthesis
UniProtKB	Q7WY76	yezE		GO:0003700	GO_REF:0000033	IBA	PANTHER:PTN004738546|UniProtKB:Q9KR96|UniProtKB:P0ACU2|UniProtKB:P0ACS9|UniProtKB:P95251	F	Uncharacterized HTH-type transcriptional regulator YezE	UniProtKB:Q7WY76|PTN001247446	protein	NCBITaxon:224308	20211112	GO_Central			DNA-binding transcription factor activity
UniProtKB	Q7WY76	yezE		GO:0000976	GO_REF:0000033	IBA	PANTHER:PTN004738546|UniProtKB:P0ACS9|UniProtKB:Q9KR96|UniProtKB:P32265|UniProtKB:Q9HXS0	F	Uncharacterized HTH-type transcriptional regulator YezE	UniProtKB:Q7WY76|PTN001247446	protein	NCBITaxon:224308	20211112	GO_Central			transcription cis-regulatory region binding
UniProtKB	Q7WY76	yezE		GO:0006355	GO_REF:0000033	IBA	PANTHER:PTN004738546|UniProtKB:P0ACS9|UniProtKB:Q9HXW2|UniProtKB:P0ACT6|UniProtKB:P0ACU0|UniProtKB:P17446|UniProtKB:P96856|UniProtKB:Q9HZJ9|UniProtKB:P75952|UniProtKB:P39334|UniProtKB:G3XCU9|UniProtKB:P0ACU2|UniProtKB:Q9HVJ0|UniProtKB:P95251|UniProtKB:P9WMB9|UniProtKB:Q9HZW2|UniProtKB:P9WMC1|UniProtKB:Q9HY46|UniProtKB:Q9HXS0|UniProtKB:P32265	P	Uncharacterized HTH-type transcriptional regulator YezE	UniProtKB:Q7WY76|PTN001247446	protein	NCBITaxon:224308	20221008	GO_Central			regulation of DNA-templated transcription
UniProtKB	Q7WY56	spsL		GO:0019305	GO_REF:0000033	IBA	PANTHER:PTN000471594|UniProtKB:P9WH11|UniProtKB:Q9HU21	P	Spore coat polysaccharide biosynthesis protein SpsL	UniProtKB:Q7WY56|PTN002325962	protein	NCBITaxon:224308	20210305	GO_Central			dTDP-rhamnose biosynthetic process
UniProtKB	Q7WY56	spsL		GO:0045226	GO_REF:0000033	IBA	PANTHER:PTN000471594|UniProtKB:P26394|UniProtKB:P9WH11	P	Spore coat polysaccharide biosynthesis protein SpsL	UniProtKB:Q7WY56|PTN002325962	protein	NCBITaxon:224308	20210305	GO_Central			extracellular polysaccharide biosynthetic process
UniProtKB	Q7WY56	spsL		GO:0008830	GO_REF:0000033	IBA	PANTHER:PTN000471594|UniProtKB:P26394|UniProtKB:P9WH11|UniProtKB:Q9HU21	F	Spore coat polysaccharide biosynthesis protein SpsL	UniProtKB:Q7WY56|PTN002325962	protein	NCBITaxon:224308	20210305	GO_Central			dTDP-4-dehydrorhamnose 3,5-epimerase activity
UniProtKB	Q7WY56	spsL		GO:0005829	GO_REF:0000033	IBA	PANTHER:PTN000471580|UniProtKB:P37745	C	Spore coat polysaccharide biosynthesis protein SpsL	UniProtKB:Q7WY56|PTN002325962	protein	NCBITaxon:224308	20210305	GO_Central			cytosol
UniProtKB	P33690	comQ		GO:0008299	GO_REF:0000033	IBA	PANTHER:PTN000243362|UniProtKB:Q9RUJ1|UniProtKB:P0AD57|SGD:S000005990|UniProtKB:Q5T2R2|UniProtKB:P9WKH1|MGI:MGI:1918615|PomBase:SPBPJ4664.01|FB:FBgn0051005|UniProtKB:O96130|UniProtKB:Q97W92|MGI:MGI:1889278|UniProtKB:Q86YH6	P	Competence regulatory protein ComQ	UniProtKB:P33690|PTN000243487	protein	NCBITaxon:224308	20230110	GO_Central			isoprenoid biosynthetic process
UniProtKB	P33690	comQ		GO:0004659	GO_REF:0000033	IBA	PANTHER:PTN000243362|MGI:MGI:1889278|PomBase:SPAC19G12.12|UniProtKB:Q86YH6|UniProtKB:Q653T6|UniProtKB:P56966|UniProtKB:Q97W92|UniProtKB:O96130|PomBase:SPBPJ4664.01|MGI:MGI:1918615|UniProtKB:Q75HZ9|MGI:MGI:1341724|TAIR:locus:2062315|UniProtKB:O95749|SGD:S000000207|UniProtKB:P0AD57|UniProtKB:Q5T2R2|UniProtKB:P9WKH1|SGD:S000005990	F	Competence regulatory protein ComQ	UniProtKB:P33690|PTN000243487	protein	NCBITaxon:224308	20230110	GO_Central			prenyltransferase activity
UniProtKB	P37808	atpA		GO:0005524	GO_REF:0000033	IBA	PANTHER:PTN000389891|RGD:619993|MGI:MGI:88115	F	ATP synthase subunit alpha	UniProtKB:P37808|PTN000389973	protein	NCBITaxon:224308	20180504	GO_Central			ATP binding
UniProtKB	P37808	atpA		GO:0043531	GO_REF:0000033	IBA	PANTHER:PTN000389891|RGD:619993	F	ATP synthase subunit alpha	UniProtKB:P37808|PTN000389973	protein	NCBITaxon:224308	20180504	GO_Central			ADP binding
UniProtKB	P37808	atpA		GO:0045261	GO_REF:0000033	IBA	PANTHER:PTN008732895|UniProtKB:P0ABB0|SGD:S000000195|UniProtKB:Q57TX9|RGD:619993	C	ATP synthase subunit alpha	UniProtKB:P37808|PTN000389973	protein	NCBITaxon:224308	20230112	GO_Central			proton-transporting ATP synthase complex, catalytic core F(1)
UniProtKB	P37808	atpA		GO:0015986	GO_REF:0000033	IBA	PANTHER:PTN000389891|UniProtKB:P25705|UniProtKB:P0ABB0|SGD:S000000195|MGI:MGI:88115	P	ATP synthase subunit alpha	UniProtKB:P37808|PTN000389973	protein	NCBITaxon:224308	20231110	GO_Central			proton motive force-driven ATP synthesis
UniProtKB	P37808	atpA	contributes_to	GO:0046933	GO_REF:0000033	IBA	PANTHER:PTN000389891|UniProtKB:P25705|SGD:S000000195	F	ATP synthase subunit alpha	UniProtKB:P37808|PTN000389973	protein	NCBITaxon:224308	20230112	GO_Central			proton-transporting ATP synthase activity, rotational mechanism
UniProtKB	P23446	flgG		GO:0071978	GO_REF:0000033	IBA	PANTHER:PTN000764839|UniProtKB:P24501|UniProtKB:P39752|UniProtKB:P23446|UniProtKB:P24500	P	Flagellar basal-body rod protein FlgG	UniProtKB:P23446|PTN001252420	protein	NCBITaxon:224308	20200809	GO_Central			bacterial-type flagellum-dependent swarming motility
UniProtKB	P23452	fliL		GO:0071978	GO_REF:0000033	IBA	PANTHER:PTN002170759|UniProtKB:P0ABX8	P	Flagellar protein FliL	UniProtKB:P23452|PTN002170765	protein	NCBITaxon:224308	20180315	GO_Central			bacterial-type flagellum-dependent swarming motility
UniProtKB	Q03524	spoVD		GO:0008658	GO_REF:0000033	IBA	PANTHER:PTN000771406|UniProtKB:P0AD68|UniProtKB:P0AD65	F	Stage V sporulation protein D	UniProtKB:Q03524|PTN001256038	protein	NCBITaxon:224308	20170828	GO_Central			penicillin binding
UniProtKB	Q03524	spoVD		GO:0071555	GO_REF:0000033	IBA	PANTHER:PTN000771406|UniProtKB:P0AD65	P	Stage V sporulation protein D	UniProtKB:Q03524|PTN001256038	protein	NCBITaxon:224308	20170828	GO_Central			cell wall organization
UniProtKB	Q03521	mraY		GO:0016780	GO_REF:0000033	IBA	PANTHER:PTN000531998|UniProtKB:O66465|UniProtKB:P9WMW5|UniProtKB:P0A6W3|UniProtKB:P0AC78|UniProtKB:Q9X1N5	F	Phospho-N-acetylmuramoyl-pentapeptide-transferase	UniProtKB:Q03521|PTN000532031	protein	NCBITaxon:224308	20170602	GO_Central			phosphotransferase activity, for other substituted phosphate groups
UniProtKB	Q03521	mraY		GO:0071555	GO_REF:0000033	IBA	PANTHER:PTN000531998|UniProtKB:Q9X1N5|UniProtKB:P0AC78	P	Phospho-N-acetylmuramoyl-pentapeptide-transferase	UniProtKB:Q03521|PTN000532031	protein	NCBITaxon:224308	20170602	GO_Central			cell wall organization
UniProtKB	Q03521	mraY		GO:0044038	GO_REF:0000033	IBA	PANTHER:PTN000531998|UniProtKB:P0AC78|UniProtKB:Q9X1N5	P	Phospho-N-acetylmuramoyl-pentapeptide-transferase	UniProtKB:Q03521|PTN000532031	protein	NCBITaxon:224308	20170602	GO_Central			cell wall macromolecule biosynthetic process
UniProtKB	Q03224	glpX		GO:0006094	GO_REF:0000033	IBA	PANTHER:PTN000765137|UniProtKB:Q03224|UniProtKB:P9WN21	P	Fructose-1,6-bisphosphatase class 2	UniProtKB:Q03224|PTN000765142	protein	NCBITaxon:224308	20170228	GO_Central			gluconeogenesis
UniProtKB	Q03224	glpX		GO:0042132	GO_REF:0000033	IBA	PANTHER:PTN000765137|UniProtKB:P0A9C9|UniProtKB:Q03224|UniProtKB:P9WN21|UniProtKB:P21437	F	Fructose-1,6-bisphosphatase class 2	UniProtKB:Q03224|PTN000765142	protein	NCBITaxon:224308	20170228	GO_Central			fructose 1,6-bisphosphate 1-phosphatase activity
UniProtKB	Q03224	glpX		GO:0030388	GO_REF:0000033	IBA	PANTHER:PTN000765137|UniProtKB:Q03224	P	Fructose-1,6-bisphosphatase class 2	UniProtKB:Q03224|PTN000765142	protein	NCBITaxon:224308	20170228	GO_Central			fructose 1,6-bisphosphate metabolic process
UniProtKB	Q03221	tdk		GO:0005829	GO_REF:0000033	IBA	PANTHER:PTN000154208|UniProtKB:P23331	C	Thymidine kinase	UniProtKB:Q03221|PTN000154209	protein	NCBITaxon:224308	20170228	GO_Central			cytosol
UniProtKB	Q03221	tdk		GO:0004797	GO_REF:0000033	IBA	PANTHER:PTN000154158|dictyBase:DDB_G0289179|TAIR:locus:2178297|MGI:MGI:98763|UniProtKB:P04183|TAIR:locus:2077382|UniProtKB:P23331	F	Thymidine kinase	UniProtKB:Q03221|PTN000154209	protein	NCBITaxon:224308	20220413	GO_Central			thymidine kinase activity
UniProtKB	Q03221	tdk		GO:0046104	GO_REF:0000033	IBA	PANTHER:PTN000154158|UniProtKB:P04183	P	Thymidine kinase	UniProtKB:Q03221|PTN000154209	protein	NCBITaxon:224308	20230405	GO_Central			thymidine metabolic process
UniProtKB	O32032	pbpI		GO:0071555	GO_REF:0000033	IBA	PANTHER:PTN000771406|UniProtKB:P0AD65	P	Penicillin-binding protein 4B	UniProtKB:O32032|PTN001256034	protein	NCBITaxon:224308	20170828	GO_Central			cell wall organization
UniProtKB	O32032	pbpI		GO:0008658	GO_REF:0000033	IBA	PANTHER:PTN000771406|UniProtKB:P0AD68|UniProtKB:P0AD65	F	Penicillin-binding protein 4B	UniProtKB:O32032|PTN001256034	protein	NCBITaxon:224308	20170828	GO_Central			penicillin binding
UniProtKB	O32032	pbpI		GO:0071972	GO_REF:0000033	IBA	PANTHER:PTN000771407|UniProtKB:P0AD65	F	Penicillin-binding protein 4B	UniProtKB:O32032|PTN001256034	protein	NCBITaxon:224308	20170828	GO_Central			peptidoglycan L,D-transpeptidase activity
UniProtKB	O32033	udk		GO:0005737	GO_REF:0000033	IBA	PANTHER:PTN000032154|UniProtKB:P0A8F4|TAIR:locus:2164516|TAIR:locus:2049567|TAIR:locus:2086523|TAIR:locus:2028809|UniProtKB:P0A8F0|TAIR:locus:2195366|TAIR:locus:2034260|TAIR:locus:2031541	C	Uridine kinase	UniProtKB:O32033|PTN000032319	protein	NCBITaxon:224308	20230602	GO_Central			cytoplasm
UniProtKB	O32042	dtd		GO:0006399	GO_REF:0000033	IBA	PANTHER:PTN000049487|MGI:MGI:1923485|UniProtKB:P0A6M4|ZFIN:ZDB-GENE-040822-45|UniProtKB:Q96FN9|UniProtKB:E1C762|SGD:S000002378	P	Inactive D-aminoacyl-tRNA deacylase	UniProtKB:O32042|PTN000049585	protein	NCBITaxon:224308	20230602	GO_Central			tRNA metabolic process
UniProtKB	O32042	dtd		GO:0005737	GO_REF:0000033	IBA	PANTHER:PTN000049487|UniProtKB:Q8TEA8|UniProtKB:Q581U3|UniProtKB:Q8IIS0	C	Inactive D-aminoacyl-tRNA deacylase	UniProtKB:O32042|PTN000049585	protein	NCBITaxon:224308	20221006	GO_Central			cytoplasm
UniProtKB	O32042	dtd		GO:0051500	GO_REF:0000033	IBA	PANTHER:PTN000049487|MGI:MGI:1923485|UniProtKB:P0A6M4|SGD:S000002378	F	Inactive D-aminoacyl-tRNA deacylase	UniProtKB:O32042|PTN000049585	protein	NCBITaxon:224308	20220413	GO_Central			D-tyrosyl-tRNA(Tyr) deacylase activity
UniProtKB	O32133	yunD		GO:0030288	GO_REF:0000033	IBA	PANTHER:PTN008520763|UniProtKB:P08331|UniProtKB:P07024	C	Uncharacterized metallophosphoesterase YunD	UniProtKB:O32133|PTN000171639	protein	NCBITaxon:224308	20190208	GO_Central			outer membrane-bounded periplasmic space
UniProtKB	O32133	yunD		GO:0008253	GO_REF:0000033	IBA	PANTHER:PTN008520766|UniProtKB:P07024	F	Uncharacterized metallophosphoesterase YunD	UniProtKB:O32133|PTN000171639	protein	NCBITaxon:224308	20190208	GO_Central			5'-nucleotidase activity
UniProtKB	O32133	yunD		GO:0008768	GO_REF:0000033	IBA	PANTHER:PTN008520766|UniProtKB:P07024	F	Uncharacterized metallophosphoesterase YunD	UniProtKB:O32133|PTN000171639	protein	NCBITaxon:224308	20190208	GO_Central			UDP-sugar diphosphatase activity
UniProtKB	O32142	pucM		GO:0006144	GO_REF:0000033	IBA	PANTHER:PTN000044586|ZFIN:ZDB-GENE-060825-253|MGI:MGI:1916142	P	5-hydroxyisourate hydrolase	UniProtKB:O32142|PTN000044657	protein	NCBITaxon:224308	20210903	GO_Central			purine nucleobase metabolic process
UniProtKB	O32144	pucD		GO:0016491	GO_REF:0000033	IBA	PANTHER:PTN000225633|MGI:MGI:98973|MGI:MGI:1918974|TAIR:locus:2116900|UniProtKB:Q12553|FB:FBgn0003308|RGD:62043|MGI:MGI:88035|TAIR:locus:2147127|UniProtKB:P77489|UniProtKB:P47989|TAIR:locus:2197798|FB:FBgn0267408|UniProtKB:Q06278|TAIR:locus:2079834|UniProtKB:Q46799|FB:FBgn0038349|TAIR:locus:2045149|UniProtKB:O23887|FB:FBgn0038348|RGD:620528	F	Probable xanthine dehydrogenase subunit D	UniProtKB:O32144|PTN000225870	protein	NCBITaxon:224308	20231108	GO_Central			oxidoreductase activity
UniProtKB	O32181	yusO		GO:0006950	GO_REF:0000033	IBA	PANTHER:PTN002109389|UniProtKB:O34777|UniProtKB:P27245	P	Uncharacterized HTH-type transcriptional regulator YusO	UniProtKB:O32181|PTN002109560	protein	NCBITaxon:224308	20220416	GO_Central			response to stress
UniProtKB	O32181	yusO		GO:0006355	GO_REF:0000033	IBA	PANTHER:PTN002109389|UniProtKB:P11065|UniProtKB:P27245|UniProtKB:P0ACR9|UniProtKB:O34777|UniProtKB:Q9HZZ4|UniProtKB:Q8EI70|UniProtKB:P0A8W2	P	Uncharacterized HTH-type transcriptional regulator YusO	UniProtKB:O32181|PTN002109560	protein	NCBITaxon:224308	20221009	GO_Central			regulation of DNA-templated transcription
UniProtKB	O32233	secG		GO:0005886	GO_REF:0000033	IBA	PANTHER:PTN002149719|UniProtKB:P0AG99	C	Probable protein-export membrane protein SecG	UniProtKB:O32233|PTN002149735	protein	NCBITaxon:224308	20170228	GO_Central			plasma membrane
UniProtKB	O32233	secG		GO:0043952	GO_REF:0000033	IBA	PANTHER:PTN002149719|UniProtKB:P0AG99	P	Probable protein-export membrane protein SecG	UniProtKB:O32233|PTN002149735	protein	NCBITaxon:224308	20170228	GO_Central			protein transport by the Sec complex
UniProtKB	O32233	secG		GO:0065002	GO_REF:0000033	IBA	PANTHER:PTN002149719|UniProtKB:P0AG99	P	Probable protein-export membrane protein SecG	UniProtKB:O32233|PTN002149735	protein	NCBITaxon:224308	20170228	GO_Central			intracellular protein transmembrane transport
UniProtKB	O32241	sdpI		GO:0009636	GO_REF:0000033	IBA	PANTHER:PTN008079485|UniProtKB:O32241	P	Immunity protein SdpI	UniProtKB:O32241|PTN002208567	protein	NCBITaxon:224308	20170901	GO_Central			response to toxic substance
UniProtKB	O32242	sdpR		GO:0006355	GO_REF:0000033	IBA	PANTHER:PTN002108422|UniProtKB:P37309	P	Transcriptional repressor SdpR	UniProtKB:O32242|PTN002431055	protein	NCBITaxon:224308	20170228	GO_Central			regulation of DNA-templated transcription
UniProtKB	O32254	yvbT		GO:0005829	GO_REF:0000033	IBA	PANTHER:PTN001248648|UniProtKB:P0ADV5	C	Uncharacterized protein YvbT	UniProtKB:O32254|PTN000765072	protein	NCBITaxon:224308	20170228	GO_Central			cytosol
UniProtKB	O32261	ganP		GO:1990060	GO_REF:0000033	IBA	PANTHER:PTN000789704|UniProtKB:P02916	C	Galactooligosaccharides transport system permease protein GanP	UniProtKB:O32261|PTN000789706	protein	NCBITaxon:224308	20170228	GO_Central			maltose transport complex
UniProtKB	O32261	ganP		GO:0042956	GO_REF:0000033	IBA	PANTHER:PTN000789704|UniProtKB:P02916	P	Galactooligosaccharides transport system permease protein GanP	UniProtKB:O32261|PTN000789706	protein	NCBITaxon:224308	20180413	GO_Central			maltodextrin transmembrane transport
UniProtKB	O32261	ganP		GO:0015423	GO_REF:0000033	IBA	PANTHER:PTN000789704|UniProtKB:P02916	F	Galactooligosaccharides transport system permease protein GanP	UniProtKB:O32261|PTN000789706	protein	NCBITaxon:224308	20170228	GO_Central			ABC-type maltose transporter activity
UniProtKB	O32272	tuaC		GO:0016757	GO_REF:0000033	IBA	PANTHER:PTN002288367|UniProtKB:P9WMY5|TAIR:locus:2150059|UniProtKB:Q8CWR6	F	Putative teichuronic acid biosynthesis glycosyltransferase TuaC	UniProtKB:O32272|PTN002288375	protein	NCBITaxon:224308	20200810	GO_Central			glycosyltransferase activity
UniProtKB	O32274	tuaA		GO:0016780	GO_REF:0000033	IBA	PANTHER:PTN001255017|UniProtKB:P71241	F	Putative undecaprenyl-phosphate N-acetylgalactosaminyl 1-phosphate transferase	UniProtKB:O32274|PTN000778622	protein	NCBITaxon:224308	20170228	GO_Central			phosphotransferase activity, for other substituted phosphate groups
UniProtKB	P49850	mutL		GO:0006298	GO_REF:0000033	IBA	PANTHER:PTN000008161|PomBase:SPAC19G12.02c|MGI:MGI:101938|UniProtKB:P23367|SGD:S000005026|SGD:S000006085|MGI:MGI:1353455|MGI:MGI:1202302|UniProtKB:P40692|UniProtKB:P54278|TAIR:locus:2133274|SGD:S000004777|SGD:S000004025|UniProtKB:Q57TS9|MGI:MGI:104288	P	DNA mismatch repair protein MutL	UniProtKB:P49850|PTN000008417	protein	NCBITaxon:224308	20230405	GO_Central			mismatch repair
UniProtKB	P49850	mutL		GO:0032300	GO_REF:0000033	IBA	PANTHER:PTN000008161|MGI:MGI:104288|MGI:MGI:1353455|SGD:S000004025|MGI:MGI:101938|SGD:S000005026|SGD:S000006085|SGD:S000004777	C	DNA mismatch repair protein MutL	UniProtKB:P49850|PTN000008417	protein	NCBITaxon:224308	20230405	GO_Central			mismatch repair complex
UniProtKB	P49850	mutL		GO:0016887	GO_REF:0000033	IBA	PANTHER:PTN000008161|SGD:S000004777|UniProtKB:Q8IIJ0|UniProtKB:P23367|SGD:S000005026	F	DNA mismatch repair protein MutL	UniProtKB:P49850|PTN000008417	protein	NCBITaxon:224308	20230109	GO_Central			ATP hydrolysis activity
UniProtKB	P49851	ykhA		GO:0052816	GO_REF:0000033	IBA	PANTHER:PTN000114376|UniProtKB:P0A8Z0|UniProtKB:O00154|UniProtKB:Q8WXI4|MGI:MGI:1917275	F	Uncharacterized acyl-CoA thioester hydrolase YkhA	UniProtKB:P49851|PTN001337428	protein	NCBITaxon:224308	20230926	GO_Central			long-chain fatty acyl-CoA hydrolase activity
UniProtKB	P49851	ykhA		GO:0005829	GO_REF:0000033	IBA	PANTHER:PTN000114372|UniProtKB:O00154|MGI:MGI:1917275	C	Uncharacterized acyl-CoA thioester hydrolase YkhA	UniProtKB:P49851|PTN001337428	protein	NCBITaxon:224308	20230602	GO_Central			cytosol
UniProtKB	P49851	ykhA		GO:0005737	GO_REF:0000033	IBA	PANTHER:PTN000114376|MGI:MGI:1917275|RGD:619752|UniProtKB:Q8WXI4|UniProtKB:O00154|UniProtKB:Q8WYK0|UniProtKB:Q580L6	C	Uncharacterized acyl-CoA thioester hydrolase YkhA	UniProtKB:P49851|PTN001337428	protein	NCBITaxon:224308	20230926	GO_Central			cytoplasm
UniProtKB	P49851	ykhA		GO:0009062	GO_REF:0000033	IBA	PANTHER:PTN000114372|UniProtKB:P0A8Z0|MGI:MGI:1917275	P	Uncharacterized acyl-CoA thioester hydrolase YkhA	UniProtKB:P49851|PTN001337428	protein	NCBITaxon:224308	20230926	GO_Central			fatty acid catabolic process
UniProtKB	P49851	ykhA		GO:0006637	GO_REF:0000033	IBA	PANTHER:PTN000114376|UniProtKB:O00154|RGD:619752|UniProtKB:P0A8Z0|MGI:MGI:1921406	P	Uncharacterized acyl-CoA thioester hydrolase YkhA	UniProtKB:P49851|PTN001337428	protein	NCBITaxon:224308	20230926	GO_Central			acyl-CoA metabolic process
UniProtKB	P42086	pbuX		GO:0042906	GO_REF:0000033	IBA	PANTHER:PTN002450094|UniProtKB:P0AGM9|UniProtKB:Q07307|UniProtKB:Q46821|UniProtKB:P67444	P	Xanthine permease	UniProtKB:P42086|PTN000122438	protein	NCBITaxon:224308	20201001	GO_Central			xanthine transport
UniProtKB	P42086	pbuX		GO:0042907	GO_REF:0000033	IBA	PANTHER:PTN002450094|UniProtKB:Q07307|UniProtKB:P0AGM9|UniProtKB:P67444|UniProtKB:Q46821	F	Xanthine permease	UniProtKB:P42086|PTN000122438	protein	NCBITaxon:224308	20200809	GO_Central			xanthine transmembrane transporter activity
UniProtKB	Q04796	dapA		GO:0005829	GO_REF:0000033	IBA	PANTHER:PTN000252839|UniProtKB:P0A6L2	C	4-hydroxy-tetrahydrodipicolinate synthase	UniProtKB:Q04796|PTN000252840	protein	NCBITaxon:224308	20210623	GO_Central			cytosol
UniProtKB	Q04796	dapA		GO:0008840	GO_REF:0000033	IBA	PANTHER:PTN000252718|TAIR:locus:2101921|UniProtKB:P9WP25|TAIR:locus:2050936|UniProtKB:P0A6L2	F	4-hydroxy-tetrahydrodipicolinate synthase	UniProtKB:Q04796|PTN000252840	protein	NCBITaxon:224308	20210623	GO_Central			4-hydroxy-tetrahydrodipicolinate synthase activity
UniProtKB	Q04795	dapG		GO:0009089	GO_REF:0000033	IBA	PANTHER:PTN000487132|UniProtKB:P00562|UniProtKB:P9WPX3|UniProtKB:P08660	P	Aspartokinase 1	UniProtKB:Q04795|PTN000487160	protein	NCBITaxon:224308	20181004	GO_Central			lysine biosynthetic process via diaminopimelate
UniProtKB	Q04795	dapG		GO:0005829	GO_REF:0000033	IBA	PANTHER:PTN000487132|UniProtKB:P00562|UniProtKB:P08660	C	Aspartokinase 1	UniProtKB:Q04795|PTN000487160	protein	NCBITaxon:224308	20181004	GO_Central			cytosol
UniProtKB	Q04795	dapG		GO:0004072	GO_REF:0000033	IBA	PANTHER:PTN000487132|UniProtKB:P00562|TAIR:locus:2174708|UniProtKB:P9WPX3|SGD:S000000854|UniProtKB:P08660|UniProtKB:P94417|TAIR:locus:2078638	F	Aspartokinase 1	UniProtKB:Q04795|PTN000487160	protein	NCBITaxon:224308	20181004	GO_Central			aspartate kinase activity
UniProtKB	Q04795	dapG		GO:0009090	GO_REF:0000033	IBA	PANTHER:PTN000487132|UniProtKB:P00562|UniProtKB:P08660|SGD:S000000854	P	Aspartokinase 1	UniProtKB:Q04795|PTN000487160	protein	NCBITaxon:224308	20181004	GO_Central			homoserine biosynthetic process
UniProtKB	Q04747	srfAB		GO:0044550	GO_REF:0000033	IBA	PANTHER:PTN002378821|UniProtKB:P9WQ63|UniProtKB:Q4WMJ7|UniProtKB:Q9I182|UniProtKB:Q9I181|UniProtKB:Q4WR82|PomBase:SPAC23G3.02c|UniProtKB:Q4WYG2|UniProtKB:P11454|UniProtKB:Q4WLW8|UniProtKB:Q4WAW3|UniProtKB:C8VPS9|UniProtKB:Q4WF53|UniProtKB:Q5BFS3	P	Surfactin synthase subunit 2	UniProtKB:Q04747|PTN000645285	protein	NCBITaxon:224308	20221009	GO_Central			secondary metabolite biosynthetic process
UniProtKB	Q04747	srfAB		GO:0005737	GO_REF:0000033	IBA	PANTHER:PTN002378821|UniProtKB:Q4WLW8|UniProtKB:P11454	C	Surfactin synthase subunit 2	UniProtKB:Q04747|PTN000645285	protein	NCBITaxon:224308	20220925	GO_Central			cytoplasm
UniProtKB	Q04747	srfAB		GO:0043041	GO_REF:0000033	IBA	PANTHER:PTN002378821|UniProtKB:P11454	P	Surfactin synthase subunit 2	UniProtKB:Q04747|PTN000645285	protein	NCBITaxon:224308	20171018	GO_Central			amino acid activation for nonribosomal peptide biosynthetic process
UniProtKB	Q04747	srfAB		GO:0031177	GO_REF:0000033	IBA	PANTHER:PTN002378821|UniProtKB:P9WQ63|UniProtKB:P11454	F	Surfactin synthase subunit 2	UniProtKB:Q04747|PTN000645285	protein	NCBITaxon:224308	20221009	GO_Central			phosphopantetheine binding
UniProtKB	O31432	ybdJ		GO:0006355	GO_REF:0000033	IBA	PANTHER:PTN000724188|UniProtKB:Q8EEF6|UniProtKB:P9WGM9|UniProtKB:P9WGL9|UniProtKB:P0AFJ5|UniProtKB:P23890|UniProtKB:P0AFT5|UniProtKB:P37478|UniProtKB:P0AA16|UniProtKB:Q8EHJ3|UniProtKB:P21866|UniProtKB:P44918|UniProtKB:P69228|UniProtKB:P23836|UniProtKB:P0AE88|UniProtKB:P08368|UniProtKB:P0ACZ8|UniProtKB:P38684|UniProtKB:P71814|UniProtKB:P30843|UniProtKB:P9WGM7|UniProtKB:O53830|UniProtKB:P76340|UniProtKB:O24973|UniProtKB:Q8EE50|UniProtKB:P0A9Q1|UniProtKB:Q9I034	P	Uncharacterized transcriptional regulatory protein YbdJ	UniProtKB:O31432|PTN000724739	protein	NCBITaxon:224308	20230604	GO_Central			regulation of DNA-templated transcription
