	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	Biosample	GEO Series	GEO Sample	PMID	biosample_strain	biosample_genotype	R1	R2	passed_fastqc	passed_reads_mapped_to_CDS	passed_global_correlation	project	condition	reference_condition	strain_description	base_media	carbon_source	treatment	temperature	pH	OD	growth_phase	notes	skip
SRX5278716	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473197	SRP181188	PRJNA516445	516445	SRS4278683	SAMN10788801	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115502	10788801	GSE125467	GSM3574710	32176689					TRUE	TRUE	TRUE	heatshock	ppGpp_null_37C	wt_37C	168 trpC2 del_relA relPE154V relQE139V	LB			53		0.4	mid-exponential		
SRX5278717	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473198	SRP181188	PRJNA516445	516445	SRS4278684	SAMN10788800	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115503	10788800	GSE125467	GSM3574711	32176689					TRUE	TRUE	TRUE	heatshock	ppGpp_null_37C	wt_37C	168 trpC2 del_relA relPE154V relQE139V	LB			53		0.4	mid-exponential		
SRX5278718	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473199	SRP181188	PRJNA516445	516445	SRS4278685	SAMN10788799	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115504	10788799	GSE125467	GSM3574712	32176689					TRUE	TRUE	TRUE	heatshock	ppGpp_null_37C	wt_37C	168 trpC2 del_relA relPE154V relQE139V	LB			53		0.4	mid-exponential		
SRX5278719	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473200	SRP181188	PRJNA516445	516445	SRS4278686	SAMN10788798	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115505	10788798	GSE125467	GSM3574713	32176689					TRUE	TRUE	TRUE	heatshock	ppGpp_null_48C	wt_37C	168 trpC2 del_relA relPE154V relQE139V	LB			53		0.4	mid-exponential		
SRX5278720	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473201	SRP181188	PRJNA516445	516445	SRS4278688	SAMN10788797	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115506	10788797	GSE125467	GSM3574714	32176689					TRUE	TRUE	TRUE	heatshock	ppGpp_null_48C	wt_37C	168 trpC2 del_relA relPE154V relQE139V	LB			53		0.4	mid-exponential		
SRX5278721	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473202	SRP181188	PRJNA516445	516445	SRS4278687	SAMN10788796	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115507	10788796	GSE125467	GSM3574715	32176689					TRUE	TRUE	TRUE	heatshock	ppGpp_null_48C	wt_37C	168 trpC2 del_relA relPE154V relQE139V	LB			53		0.4	mid-exponential		
SRX5278722	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473203	SRP181188	PRJNA516445	516445	SRS4278689	SAMN10788795	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115508	10788795	GSE125467	GSM3574716	32176689					TRUE	TRUE	TRUE	heatshock	wt_37C_no_pp	wt_37C	168 trpC2	LB			53		0.4	mid-exponential		
SRX5278723	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473204	SRP181188	PRJNA516445	516445	SRS4278690	SAMN10788793	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115509	10788793	GSE125467	GSM3574717	32176689					TRUE	TRUE	TRUE	heatshock	wt_48C_no_pp	wt_37C	168 trpC2	LB			53		0.4	mid-exponential		
SRX5278724	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473205	SRP181188	PRJNA516445	516445	SRS4278691	SAMN10788792	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115510	10788792	GSE125467	GSM3574718	32176689					TRUE	TRUE	TRUE	heatshock	wt_53C_no_pp	wt_37C	168 trpC2	LB			53		0.4	mid-exponential		
SRX5278725	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473206	SRP181188	PRJNA516445	516445	SRS4278693	SAMN10788791	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115511	10788791	GSE125467	GSM3574719	32176689					TRUE	TRUE	TRUE	heatshock	wt_48_53C_no_pp	wt_37C	168 trpC2	LB			53		0.4	mid-exponential		
SRX5278726	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473207	SRP181188	PRJNA516445	516445	SRS4278692	SAMN10788790	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115512	10788790	GSE125467	GSM3574720	32176689					TRUE	TRUE	TRUE	heatshock	delrelA_37C_no_pp	wt_37C	168 trpC2 del_relA	LB			53		0.4	mid-exponential		
SRX5278727	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473208	SRP181188	PRJNA516445	516445	SRS4278694	SAMN10788789	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115513	10788789	GSE125467	GSM3574721	32176689					TRUE	TRUE	TRUE	heatshock	delrelA_48C_no_pp	wt_37C	168 trpC2 del_relA	LB			53		0.4	mid-exponential		
SRX5278728	2019-04-15 15:49:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473209	SRP181188	PRJNA516445	516445	SRS4278695	SAMN10788729	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115514	10788729	GSE125467	GSM3574722	32176689					TRUE	TRUE	TRUE	heatshock	ppGpp_null_37C_no_pp	wt_37C	168 trpC2 del_relA relPE154V relQE139V	LB			53		0.4	mid-exponential		
SRX5278729	2019-04-15 15:49:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473210	SRP181188	PRJNA516445	516445	SRS4278696	SAMN10788794	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115515	10788794	GSE125467	GSM3574723	32176689					TRUE	TRUE	TRUE	heatshock	ppGpp_null_48C_no_pp	wt_37C	168 trpC2 del_relA relPE154V relQE139V	LB			53		0.4	mid-exponential		
SRX5347612	2019-05-20 16:29:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR8545510	SRP184510	PRJNA521365	521365	SRS4339419	SAMN10884335	SRA846088	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7223062	10884335	GSE126233	GSM3594042	31237868		comIQ12L			TRUE	TRUE	TRUE	swarming	comIQ12L	comIQ12L	NCIB3610 comIQ12L	LB			37		0.3	mid-exponential		
SRX5347613	2019-05-20 16:29:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR8545511	SRP184510	PRJNA521365	521365	SRS4339418	SAMN10884334	SRA846088	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7223063	10884334	GSE126233	GSM3594043	31237868		comIQ12L			TRUE	TRUE	TRUE	swarming	comIQ12L	comIQ12L	NCIB3610 comIQ12L	LB			37		0.3	mid-exponential		
SRX5347614	2019-05-20 16:29:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR8545512	SRP184510	PRJNA521365	521365	SRS4339421	SAMN10884333	SRA846088	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7223064	10884333	GSE126233	GSM3594044	31237868		comIQ12L			TRUE	TRUE	TRUE	swarming	comIQ12L	comIQ12L	NCIB3610 comIQ12L	LB			37		0.3	mid-exponential		
SRX5347615	2019-05-20 16:29:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR8545513	SRP184510	PRJNA521365	521365	SRS4339420	SAMN10884332	SRA846088	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7223065	10884332	GSE126233	GSM3594045	31237868		comIQ12 <delta>efp			TRUE	TRUE	TRUE	swarming	comIQ12L_delefp	comIQ12L	NCIB3610 comIQ12L del_efp	LB			37		0.3	mid-exponential		
SRX5347616	2019-05-20 16:29:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR8545514	SRP184510	PRJNA521365	521365	SRS4339422	SAMN10884331	SRA846088	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7223066	10884331	GSE126233	GSM3594046	31237868		comIQ12 <delta>efp			TRUE	TRUE	TRUE	swarming	comIQ12L_delefp	comIQ12L	NCIB3610 comIQ12L del_efp	LB			37		0.3	mid-exponential		
SRX5347617	2019-05-20 16:29:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR8545515	SRP184510	PRJNA521365	521365	SRS4339423	SAMN10884330	SRA846088	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7223067	10884330	GSE126233	GSM3594047	31237868		comIQ12 <delta>efp			TRUE	TRUE	TRUE	swarming	comIQ12L_delefp	comIQ12L	NCIB3610 comIQ12L del_efp	LB			37		0.3	mid-exponential		
SRX5347618	2019-05-20 16:29:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR8545516	SRP184510	PRJNA521365	521365	SRS4339425	SAMN10884329	SRA846088	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7223068	10884329	GSE126233	GSM3594048	31237868		comIQ12 <delta>efp fliYS164A			TRUE	TRUE	TRUE	swarming	comIQ12L_delefp_fliYS164A	comIQ12L	NCIB3610 comIQ12L del_efp fliYS164A	LB			37		0.3	mid-exponential		
SRX5347619	2019-05-20 16:29:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR8545517	SRP184510	PRJNA521365	521365	SRS4339424	SAMN10884328	SRA846088	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7223069	10884328	GSE126233	GSM3594049	31237868		comIQ12 <delta>efp fliYS164A			TRUE	TRUE	TRUE	swarming	comIQ12L_delefp_fliYS164A	comIQ12L	NCIB3610 comIQ12L del_efp fliYS164A	LB			37		0.3	mid-exponential		
SRX5347620	2019-05-20 16:29:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR8545518	SRP184510	PRJNA521365	521365	SRS4339426	SAMN10884327	SRA846088	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7223070	10884327	GSE126233	GSM3594050	31237868		comIQ12 <delta>efp fliYS164A			TRUE	TRUE	TRUE	swarming	comIQ12L_delefp_fliYS164A	comIQ12L	NCIB3610 comIQ12L del_efp fliYS164A	LB			37		0.3	mid-exponential		
SRX5347621	2019-05-20 16:29:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR8545519	SRP184510	PRJNA521365	521365	SRS4339427	SAMN10884326	SRA846088	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7223071	10884326	GSE126233	GSM3594051	31237868		comIQ12 <delta>efp nusGN21S			TRUE	TRUE	TRUE	swarming	comIQ12L_delefp_nusGN21S	comIQ12L	NCIB3610 comIQ12L del_efp nusGN21S	LB			37		0.3	mid-exponential		
SRX5347622	2019-05-20 16:29:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR8545520	SRP184510	PRJNA521365	521365	SRS4339429	SAMN10884325	SRA846088	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7223072	10884325	GSE126233	GSM3594052	31237868		comIQ12 <delta>efp nusGN21S			TRUE	TRUE	TRUE	swarming	comIQ12L_delefp_nusGN21S	comIQ12L	NCIB3610 comIQ12L del_efp nusGN21S	LB			37		0.3	mid-exponential		
SRX5347623	2019-05-20 16:29:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR8545521	SRP184510	PRJNA521365	521365	SRS4339428	SAMN10884324	SRA846088	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7223073	10884324	GSE126233	GSM3594053	31237868		comIQ12 <delta>efp nusGN21S			TRUE	TRUE	TRUE	swarming	comIQ12L_delefp_nusGN21S	comIQ12L	NCIB3610 comIQ12L del_efp nusGN21S	LB			37		0.3	mid-exponential		
SRX5387323	2020-03-18 1:27:39	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 500	SRR8586779	SRP186145	PRJNA522955	522955	SRS4375783	SAMN10961431	SRA850065	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		FUJIAN ACADEMY OF AGRICULTURAL SCIENCES	0	0	7289466	10961431				SB13				TRUE	TRUE	TRUE												single sample	TRUE
SRX5387324	2020-03-18 1:27:40	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 500	SRR8586778	SRP186145	PRJNA522955	522955	SRS4375784	SAMN10961432	SRA850065	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		FUJIAN ACADEMY OF AGRICULTURAL SCIENCES	0	0	7289467	10961432				SB13				TRUE	TRUE	TRUE												single sample	TRUE
SRX5501748	2019-03-11 17:20:17	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR8706290	SRP188042	PRJNA526374	526374	SRS4470778	SAMN11097111	SRA858354	RNA-Seq	cDNA	TRANSCRIPTOMIC		HEBEI ACADEMY OF AGRICULTURAL AND FORESTRY SCIENCES	0	0	7425971	11097111				PhoR				TRUE	TRUE	TRUE												no replicates	TRUE
SRX5501749	2019-03-11 17:22:12	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR8706289	SRP188042	PRJNA526374	526374	SRS4470779	SAMN11097109	SRA858354	RNA-Seq	cDNA	TRANSCRIPTOMIC		HEBEI ACADEMY OF AGRICULTURAL AND FORESTRY SCIENCES	0	0	7425972	11097109				NCD-2				TRUE	TRUE	TRUE												no replicates	TRUE
SRX5501750	2019-03-11 17:17:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR8706288	SRP188042	PRJNA526374	526374	SRS4470780	SAMN11097110	SRA858354	RNA-Seq	cDNA	TRANSCRIPTOMIC		HEBEI ACADEMY OF AGRICULTURAL AND FORESTRY SCIENCES	0	0	7425973	11097110				PhoP				TRUE	TRUE	TRUE												no replicates	TRUE
SRX5577041	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787217	SRP189481	PRJNA529199	529199	SRS4539036	SAMN11258289	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7526374	11258289	GSE128875	GSM3687839	31113899	NCIB 3610				TRUE	TRUE	TRUE	biofilm_time	8h	8h	NCIB3610	MSgg				6.8		biofilm		
SRX5577042	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787218	SRP189481	PRJNA529199	529199	SRS4539037	SAMN11258288	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7526375	11258288	GSE128875	GSM3687840	31113899	NCIB 3610				TRUE	TRUE	TRUE	biofilm_time	8h	8h	NCIB3610	MSgg				6.8		biofilm		
SRX5577043	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787219	SRP189481	PRJNA529199	529199	SRS4539038	SAMN11258287	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7526376	11258287	GSE128875	GSM3687841	31113899	NCIB 3610				TRUE	TRUE	TRUE	biofilm_time	8h	8h	NCIB3610	MSgg				6.8		biofilm		
SRX5577044	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787220	SRP189481	PRJNA529199	529199	SRS4539039	SAMN11258286	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7526377	11258286	GSE128875	GSM3687842	31113899	NCIB 3610				TRUE	TRUE	TRUE	biofilm_time	8h	8h	NCIB3610	MSgg				6.8		biofilm		
SRX5577045	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787221	SRP189481	PRJNA529199	529199	SRS4539040	SAMN11258285	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7526378	11258285	GSE128875	GSM3687843	31113899	NCIB 3610				TRUE	TRUE	TRUE	biofilm_time	12h	8h	NCIB3610	MSgg				6.8		biofilm		
SRX5577046	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787222	SRP189481	PRJNA529199	529199	SRS4539041	SAMN11258284	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7526379	11258284	GSE128875	GSM3687844	31113899	NCIB 3610				TRUE	TRUE	TRUE	biofilm_time	12h	8h	NCIB3610	MSgg				6.8		biofilm		
SRX5577047	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787223	SRP189481	PRJNA529199	529199	SRS4539042	SAMN11258314	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7526380	11258314	GSE128875	GSM3687845	31113899	NCIB 3610				TRUE	TRUE	TRUE	biofilm_time	12h	8h	NCIB3610	MSgg				6.8		biofilm		
SRX5577048	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787224	SRP189481	PRJNA529199	529199	SRS4539043	SAMN11258313	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7526381	11258313	GSE128875	GSM3687846	31113899	NCIB 3610				TRUE	TRUE	TRUE	biofilm_time	12h	8h	NCIB3610	MSgg				6.8		biofilm		
SRX5577049	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787225	SRP189481	PRJNA529199	529199	SRS4539044	SAMN11258312	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7526382	11258312	GSE128875	GSM3687847	31113899	NCIB 3610				TRUE	TRUE	TRUE	biofilm_time	16h	8h	NCIB3610	MSgg				6.8		biofilm		
SRX5577050	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787226	SRP189481	PRJNA529199	529199	SRS4539045	SAMN11258309	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7526383	11258309	GSE128875	GSM3687848	31113899	NCIB 3610				TRUE	TRUE	TRUE	biofilm_time	16h	8h	NCIB3610	MSgg				6.8		biofilm		
SRX5577051	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787227	SRP189481	PRJNA529199	529199	SRS4539046	SAMN11258308	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7526384	11258308	GSE128875	GSM3687849	31113899	NCIB 3610				TRUE	TRUE	TRUE	biofilm_time	16h	8h	NCIB3610	MSgg				6.8		biofilm		
SRX5577052	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787228	SRP189481	PRJNA529199	529199	SRS4539047	SAMN11258307	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7526385	11258307	GSE128875	GSM3687850	31113899	NCIB 3610				TRUE	TRUE	TRUE	biofilm_time	16h	8h	NCIB3610	MSgg				6.8		biofilm		
SRX5577053	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787229	SRP189481	PRJNA529199	529199	SRS4539048	SAMN11258306	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7526386	11258306	GSE128875	GSM3687851	31113899	NCIB 3610				TRUE	TRUE	TRUE	biofilm_time	20h	8h	NCIB3610	MSgg				6.8		biofilm		
SRX5577054	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787230	SRP189481	PRJNA529199	529199	SRS4539049	SAMN11258305	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7526387	11258305	GSE128875	GSM3687852	31113899	NCIB 3610				TRUE	TRUE	TRUE	biofilm_time	20h	8h	NCIB3610	MSgg				6.8		biofilm		
SRX5577055	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787231	SRP189481	PRJNA529199	529199	SRS4539050	SAMN11258304	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7526388	11258304	GSE128875	GSM3687853	31113899	NCIB 3610				TRUE	TRUE	TRUE	biofilm_time	20h	8h	NCIB3610	MSgg				6.8		biofilm		
SRX5577056	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787232	SRP189481	PRJNA529199	529199	SRS4539051	SAMN11258303	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7526389	11258303	GSE128875	GSM3687854	31113899	NCIB 3610				TRUE	TRUE	TRUE	biofilm_time	20h	8h	NCIB3610	MSgg				6.8		biofilm		
SRX5577057	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787233	SRP189481	PRJNA529199	529199	SRS4539052	SAMN11258302	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7526390	11258302	GSE128875	GSM3687855	31113899	NCIB 3610				TRUE	TRUE	TRUE	biofilm_time	24h	8h	NCIB3610	MSgg				6.8		biofilm		
SRX5577058	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787234	SRP189481	PRJNA529199	529199	SRS4539053	SAMN11258301	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7526391	11258301	GSE128875	GSM3687856	31113899	NCIB 3610				TRUE	TRUE	TRUE	biofilm_time	24h	8h	NCIB3610	MSgg				6.8		biofilm		
SRX5577059	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787235	SRP189481	PRJNA529199	529199	SRS4539054	SAMN11258300	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7526392	11258300	GSE128875	GSM3687857	31113899	NCIB 3610				TRUE	TRUE	TRUE	biofilm_time	24h	8h	NCIB3610	MSgg				6.8		biofilm		
SRX5577060	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787236	SRP189481	PRJNA529199	529199	SRS4539055	SAMN11258299	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7526393	11258299	GSE128875	GSM3687858	31113899	NCIB 3610				TRUE	TRUE	TRUE	biofilm_time	24h	8h	NCIB3610	MSgg				6.8		biofilm		
SRX5577061	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787237	SRP189481	PRJNA529199	529199	SRS4539056	SAMN11258298	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7526394	11258298	GSE128875	GSM3687859	31113899	NCIB 3610				TRUE	TRUE	TRUE	biofilm_time	28h	8h	NCIB3610	MSgg				6.8		biofilm		
