	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	Biosample	GEO Series	GEO Sample	PMID	biosample_strain	biosample_genotype	R1	R2	passed_fastqc	passed_reads_mapped_to_CDS	passed_global_correlation	passed_curation	passed_replicate_corr	passed_replicate_correlations
SRX2529105	2017-07-10 17:08:17	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5218886	SRP098601	PRJNA369282	369282	SRS1950072	SAMN06283964	SRA533829	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	3659868	6283964	GSE94303	GSM2472765		NCIB 3610				True	True	True	True	True	True
SRX2529106	2017-07-10 17:08:18	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5218887	SRP098601	PRJNA369282	369282	SRS1950073	SAMN06283963	SRA533829	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	3659869	6283963	GSE94303	GSM2472766		BsB1				True	True	True	False	True	True
SRX2529107	2017-07-10 17:08:18	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5218888	SRP098601	PRJNA369282	369282	SRS1950074	SAMN06283962	SRA533829	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	3659870	6283962	GSE94303	GSM2472767		BsB1				True	True	True	False	True	True
SRX2804665	2017-11-15 17:28:14	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina MiSeq	SRR5535067	SRP106999	PRJNA386487	386487	SRS2184841	SAMN06958554	SRA561541	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4040153	6958554	GSE98874	GSM2617021	29099323.0	subsp. Subtilis strain 168				False	False	False	False	True	True
SRX2804666	2017-11-15 17:28:14	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina MiSeq	SRR5535068	SRP106999	PRJNA386487	386487	SRS2184842	SAMN06958553	SRA561541	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4040154	6958553	GSE98874	GSM2617022	29099323.0	subsp. Subtilis strain 168				False	False	False	False	True	True
SRX2804667	2017-11-15 17:28:14	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina MiSeq	SRR5535069	SRP106999	PRJNA386487	386487	SRS2184843	SAMN06958552	SRA561541	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4040155	6958552	GSE98874	GSM2617023	29099323.0	subsp. Subtilis strain 168				True	False	False	False	True	True
SRX2804668	2017-11-15 17:28:14	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina MiSeq	SRR5535070	SRP106999	PRJNA386487	386487	SRS2184844	SAMN06958551	SRA561541	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4040156	6958551	GSE98874	GSM2617024	29099323.0	subsp. Subtilis strain 168				False	False	False	False	True	True
SRX2804669	2017-11-15 17:28:15	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina MiSeq	SRR5535071	SRP106999	PRJNA386487	386487	SRS2184845	SAMN06958557	SRA561541	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4040157	6958557	GSE98874	GSM2617025	29099323.0	subsp. Subtilis strain 168				True	False	False	False	True	True
SRX3053960	2018-08-02 06:34:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR5888106	SRP114559	PRJNA396769	396769	SRS2400319	SAMN07436265	SRA595315	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4333379	7436265	GSE102140	GSM2728791	30792386.0		delta_spoIIE			False	True	False	False	True	True
SRX3053961	2018-08-02 06:34:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR5888107	SRP114559	PRJNA396769	396769	SRS2400318	SAMN07436264	SRA595315	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4333380	7436264	GSE102140	GSM2728792	30792386.0		delta_spoIIE			False	True	False	False	True	True
SRX3053962	2018-08-02 06:34:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR5888108	SRP114559	PRJNA396769	396769	SRS2400317	SAMN07436270	SRA595315	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4333381	7436270	GSE102140	GSM2728793	30792386.0		delta_spoIIE			False	True	False	False	True	True
SRX3053963	2018-08-02 06:34:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR5888109	SRP114559	PRJNA396769	396769	SRS2400316	SAMN07436269	SRA595315	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4333382	7436269	GSE102140	GSM2728794	30792386.0		delta_spoIIE			False	True	False	False	True	True
SRX3053964	2018-08-02 06:34:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR5888110	SRP114559	PRJNA396769	396769	SRS2400315	SAMN07436268	SRA595315	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4333383	7436268	GSE102140	GSM2728795	30792386.0		delta_spoIIE			False	True	False	False	True	True
SRX3053965	2018-08-02 06:34:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR5888111	SRP114559	PRJNA396769	396769	SRS2400314	SAMN07436267	SRA595315	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4333384	7436267	GSE102140	GSM2728796	30792386.0		delta_spoIIE			False	True	False	False	True	True
SRX3053966	2018-08-02 06:34:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR5888112	SRP114559	PRJNA396769	396769	SRS2400313	SAMN07436266	SRA595315	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4333385	7436266	GSE102140	GSM2728797	30792386.0		delta_spoIIE			False	True	False	False	True	True
SRX3066687	2017-08-07 12:15:10	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 4000	SRR5905128	SRP114940	PRJNA397345	397345	SRS2411637	SAMN07437087	SRA596846	RNA-Seq	RANDOM	TRANSCRIPTOMIC		ZHEJIANG UNIVERSITY	0	0.0	4350962	7437087				not collected	not applicable			True	True	True	False	True	True
SRX315297	2013-10-18 00:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ABI_SOLID	AB SOLiD 4 System	SRR899517;SRR899518	SRP022234	PRJNA194121	194121	SRS452751	SAMN02214087	SRA071532	RNA-Seq	cDNA	TRANSCRIPTOMIC		PNNL-EMSL	0	0.0	440431	2214087								False	False	False	False	True	True
SRX315298	2013-10-18 00:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ABI_SOLID	AB SOLiD 4 System	SRR899519;SRR899520	SRP022234	PRJNA194121	194121	SRS452752	SAMN02214088	SRA071532	RNA-Seq	cDNA	TRANSCRIPTOMIC		PNNL-EMSL	0	0.0	440432	2214088								False	False	False	False	True	True
SRX315299	2013-10-18 00:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ABI_SOLID	AB SOLiD 4 System	SRR899521;SRR899535	SRP022234	PRJNA194121	194121	SRS452754	SAMN02214089	SRA071532	RNA-Seq	cDNA	TRANSCRIPTOMIC		PNNL-EMSL	0	0.0	440433	2214089								False	False	False	False	True	True
SRX315300	2013-10-18 00:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ABI_SOLID	AB SOLiD 4 System	SRR899548;SRR899549	SRP022234	PRJNA194121	194121	SRS452753	SAMN02214090	SRA071532	RNA-Seq	cDNA	TRANSCRIPTOMIC		PNNL-EMSL	0	0.0	440434	2214090								False	False	False	False	True	True
SRX315301	2013-10-18 00:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ABI_SOLID	AB SOLiD 4 System	SRR899550;SRR899551	SRP022234	PRJNA194121	194121	SRS452755	SAMN02214091	SRA071532	RNA-Seq	cDNA	TRANSCRIPTOMIC		PNNL-EMSL	0	0.0	440435	2214091								False	False	False	False	True	True
SRX315302	2013-10-18 00:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ABI_SOLID	AB SOLiD 4 System	SRR899552;SRR899553	SRP022234	PRJNA194121	194121	SRS452756	SAMN02214092	SRA071532	RNA-Seq	cDNA	TRANSCRIPTOMIC		PNNL-EMSL	0	0.0	440436	2214092								True	False	False	False	True	True
SRX315303	2013-10-18 00:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ABI_SOLID	AB SOLiD 4 System	SRR899554;SRR899555	SRP022234	PRJNA194121	194121	SRS452757	SAMN02214093	SRA071532	RNA-Seq	cDNA	TRANSCRIPTOMIC		PNNL-EMSL	0	0.0	440437	2214093								True	False	False	False	True	True
SRX315304	2013-10-18 00:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ABI_SOLID	AB SOLiD 4 System	SRR899556;SRR899557	SRP022234	PRJNA194121	194121	SRS452758	SAMN02214094	SRA071532	RNA-Seq	cDNA	TRANSCRIPTOMIC		PNNL-EMSL	0	0.0	440438	2214094								False	False	False	False	True	True
SRX315305	2013-10-18 00:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ABI_SOLID	AB SOLiD 4 System	SRR899558;SRR899559	SRP022234	PRJNA194121	194121	SRS452759	SAMN02214095	SRA071532	RNA-Seq	cDNA	TRANSCRIPTOMIC		PNNL-EMSL	0	0.0	440439	2214095								True	False	False	False	True	True
SRX315306	2013-10-18 00:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ABI_SOLID	AB SOLiD 4 System	SRR899645;SRR899646	SRP022234	PRJNA194121	194121	SRS452760	SAMN02214096	SRA071532	RNA-Seq	cDNA	TRANSCRIPTOMIC		PNNL-EMSL	0	0.0	440440	2214096								True	False	False	False	True	True
SRX315307	2013-10-18 00:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ABI_SOLID	AB SOLiD 4 System	SRR899647;SRR899648	SRP022234	PRJNA194121	194121	SRS452761	SAMN02214097	SRA071532	RNA-Seq	cDNA	TRANSCRIPTOMIC		PNNL-EMSL	0	0.0	440441	2214097								True	False	False	False	True	True
SRX315308	2013-10-18 00:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ABI_SOLID	AB SOLiD 4 System	SRR899649;SRR899650	SRP022234	PRJNA194121	194121	SRS452762	SAMN02214098	SRA071532	RNA-Seq	cDNA	TRANSCRIPTOMIC		PNNL-EMSL	0	0.0	440442	2214098								True	False	False	False	True	True
SRX315309	2013-10-18 00:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ABI_SOLID	AB SOLiD 4 System	SRR922367	SRP022234	PRJNA194121	194121	SRS452764	SAMN02214099	SRA071532	RNA-Seq	cDNA	TRANSCRIPTOMIC		PNNL-EMSL	0	0.0	440443	2214099								True	False	False	False	True	True
SRX315310	2013-10-18 00:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ABI_SOLID	AB SOLiD 4 System	SRR922368	SRP022234	PRJNA194121	194121	SRS452763	SAMN02214100	SRA071532	RNA-Seq	cDNA	TRANSCRIPTOMIC		PNNL-EMSL	0	0.0	440444	2214100								True	False	False	False	True	True
SRX315311	2013-10-18 00:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ABI_SOLID	AB SOLiD 4 System	SRR922369	SRP022234	PRJNA194121	194121	SRS452765	SAMN02214101	SRA071532	RNA-Seq	cDNA	TRANSCRIPTOMIC		PNNL-EMSL	0	0.0	440445	2214101								True	False	False	False	True	True
SRX315312	2013-10-18 00:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ABI_SOLID	AB SOLiD 4 System	SRR922370	SRP022234	PRJNA194121	194121	SRS452766	SAMN02214102	SRA071532	RNA-Seq	cDNA	TRANSCRIPTOMIC		PNNL-EMSL	0	0.0	440446	2214102								True	False	False	False	True	True
SRX315313	2013-10-18 00:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ABI_SOLID	AB SOLiD 4 System	SRR922371	SRP022234	PRJNA194121	194121	SRS452767	SAMN02214103	SRA071532	RNA-Seq	cDNA	TRANSCRIPTOMIC		PNNL-EMSL	0	0.0	440447	2214103								True	False	False	False	True	True
SRX315314	2013-10-18 00:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ABI_SOLID	AB SOLiD 4 System	SRR922372	SRP022234	PRJNA194121	194121	SRS452768	SAMN02214104	SRA071532	RNA-Seq	cDNA	TRANSCRIPTOMIC		PNNL-EMSL	0	0.0	440448	2214104								True	False	False	False	True	True
SRX315315	2013-10-18 00:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ABI_SOLID	AB SOLiD 4 System	SRR922373	SRP022234	PRJNA194121	194121	SRS452769	SAMN02214105	SRA071532	RNA-Seq	cDNA	TRANSCRIPTOMIC		PNNL-EMSL	0	0.0	440449	2214105								True	False	False	False	True	True
SRX315316	2013-10-18 00:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ABI_SOLID	AB SOLiD 4 System	SRR922374	SRP022234	PRJNA194121	194121	SRS452770	SAMN02214106	SRA071532	RNA-Seq	cDNA	TRANSCRIPTOMIC		PNNL-EMSL	0	0.0	440450	2214106								True	False	False	False	True	True
SRX315317	2013-10-18 00:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ABI_SOLID	AB SOLiD 4 System	SRR922375	SRP022234	PRJNA194121	194121	SRS452771	SAMN02214107	SRA071532	RNA-Seq	cDNA	TRANSCRIPTOMIC		PNNL-EMSL	0	0.0	440451	2214107								True	False	False	False	True	True
SRX315318	2013-10-18 00:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ABI_SOLID	AB SOLiD 4 System	SRR922376	SRP022234	PRJNA194121	194121	SRS452772	SAMN02214108	SRA071532	RNA-Seq	cDNA	TRANSCRIPTOMIC		PNNL-EMSL	0	0.0	440452	2214108								True	False	False	False	True	True
SRX315319	2013-10-18 00:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ABI_SOLID	AB SOLiD 4 System	SRR922377	SRP022234	PRJNA194121	194121	SRS452773	SAMN02214109	SRA071532	RNA-Seq	cDNA	TRANSCRIPTOMIC		PNNL-EMSL	0	0.0	440453	2214109								True	False	False	False	True	True
SRX315320	2013-10-18 00:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ABI_SOLID	AB SOLiD 4 System	SRR922378	SRP022234	PRJNA194121	194121	SRS452774	SAMN02214110	SRA071532	RNA-Seq	cDNA	TRANSCRIPTOMIC		PNNL-EMSL	0	0.0	440454	2214110								True	False	False	False	True	True
SRX315321	2013-10-18 00:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ABI_SOLID	AB SOLiD 4 System	SRR922379	SRP022234	PRJNA194121	194121	SRS452775	SAMN02214111	SRA071532	RNA-Seq	cDNA	TRANSCRIPTOMIC		PNNL-EMSL	0	0.0	440455	2214111								True	False	False	False	True	True
SRX315322	2013-10-18 00:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ABI_SOLID	AB SOLiD 4 System	SRR922380	SRP022234	PRJNA194121	194121	SRS452776	SAMN02214112	SRA071532	RNA-Seq	cDNA	TRANSCRIPTOMIC		PNNL-EMSL	0	0.0	440456	2214112								True	False	False	False	True	True
SRX315323	2013-10-18 00:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ABI_SOLID	AB SOLiD 4 System	SRR922381	SRP022234	PRJNA194121	194121	SRS452777	SAMN02214113	SRA071532	RNA-Seq	cDNA	TRANSCRIPTOMIC		PNNL-EMSL	0	0.0	440457	2214113								True	False	False	False	True	True
SRX315324	2013-10-18 00:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ABI_SOLID	AB SOLiD 4 System	SRR922382	SRP022234	PRJNA194121	194121	SRS452778	SAMN02214114	SRA071532	RNA-Seq	cDNA	TRANSCRIPTOMIC		PNNL-EMSL	0	0.0	440458	2214114								True	False	False	False	True	True
SRX315325	2013-10-18 00:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ABI_SOLID	AB SOLiD 4 System	SRR922383	SRP022234	PRJNA194121	194121	SRS452779	SAMN02214115	SRA071532	RNA-Seq	cDNA	TRANSCRIPTOMIC		PNNL-EMSL	0	0.0	440459	2214115								True	False	False	False	True	True
SRX315326	2013-10-18 00:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ABI_SOLID	AB SOLiD 4 System	SRR922384	SRP022234	PRJNA194121	194121	SRS452780	SAMN02214116	SRA071532	RNA-Seq	cDNA	TRANSCRIPTOMIC		PNNL-EMSL	0	0.0	440460	2214116								True	False	False	False	True	True
SRX315327	2013-10-18 00:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ABI_SOLID	AB SOLiD 4 System	SRR922385	SRP022234	PRJNA194121	194121	SRS452781	SAMN02214117	SRA071532	RNA-Seq	cDNA	TRANSCRIPTOMIC		PNNL-EMSL	0	0.0	440461	2214117								True	False	False	False	True	True
SRX3269801	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158163	SRP119754	PRJNA413928	413928	SRS2581509	SAMN07774306	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4590905	7774306	GSE104816	GSM2808311	29240826.0	WT				True	True	True	True	False	False
SRX3269802	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158164	SRP119754	PRJNA413928	413928	SRS2581510	SAMN07774305	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4590906	7774305	GSE104816	GSM2808312	29240826.0	WT				True	True	True	True	True	True
SRX3269803	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158165	SRP119754	PRJNA413928	413928	SRS2581511	SAMN07774304	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4590907	7774304	GSE104816	GSM2808313	29240826.0	WT				True	True	True	True	True	True
SRX3269804	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158166	SRP119754	PRJNA413928	413928	SRS2581513	SAMN07774303	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4590908	7774303	GSE104816	GSM2808314	29240826.0	DydcH				True	True	True	True	True	True
SRX3269805	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158167	SRP119754	PRJNA413928	413928	SRS2581512	SAMN07774302	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4590909	7774302	GSE104816	GSM2808315	29240826.0	DydcH				True	True	True	True	True	True
SRX3269806	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158168	SRP119754	PRJNA413928	413928	SRS2581514	SAMN07774301	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4590910	7774301	GSE104816	GSM2808316	29240826.0	DydcH				True	True	True	True	True	True
SRX3269807	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158169	SRP119754	PRJNA413928	413928	SRS2581515	SAMN07774300	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4590911	7774300	GSE104816	GSM2808317	29240826.0	WT				True	True	True	True	True	True
SRX3269808	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158170	SRP119754	PRJNA413928	413928	SRS2581516	SAMN07774299	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4590912	7774299	GSE104816	GSM2808318	29240826.0	WT				True	True	True	True	True	True
SRX3269809	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158171	SRP119754	PRJNA413928	413928	SRS2581517	SAMN07774307	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4590913	7774307	GSE104816	GSM2808319	29240826.0	WT				True	True	True	True	True	True
SRX3269810	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158172	SRP119754	PRJNA413928	413928	SRS2581518	SAMN07774309	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4590914	7774309	GSE104816	GSM2808320	29240826.0	DydcH				True	True	True	True	True	True
SRX3269811	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158173	SRP119754	PRJNA413928	413928	SRS2581520	SAMN07774308	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4590915	7774308	GSE104816	GSM2808321	29240826.0	DydcH				True	True	True	True	True	True
SRX3269812	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158174	SRP119754	PRJNA413928	413928	SRS2581519	SAMN07774310	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4590916	7774310	GSE104816	GSM2808322	29240826.0	DydcH				True	True	True	True	False	False
SRX3280733	2018-07-17 16:21:11	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 4000	SRR6169884	SRP119914	PRJNA414212	414212	SRS2591601	SAMN07782039	SRA619566	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4603133	7782039	GSE104946	GSM2810602	29494814.0	168				True	True	True	False	True	True
SRX3280734	2018-07-17 16:21:11	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 4000	SRR6169885	SRP119914	PRJNA414212	414212	SRS2591602	SAMN07782043	SRA619566	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4603134	7782043	GSE104946	GSM2810603	29494814.0	168				True	True	True	False	True	True
SRX3280735	2018-07-17 16:21:11	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 4000	SRR6169886	SRP119914	PRJNA414212	414212	SRS2591603	SAMN07782042	SRA619566	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4603135	7782042	GSE104946	GSM2810604	29494814.0	168				True	True	True	False	True	True
SRX3280736	2018-07-17 16:21:11	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 4000	SRR6169887	SRP119914	PRJNA414212	414212	SRS2591604	SAMN07782041	SRA619566	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4603136	7782041	GSE104946	GSM2810605	29494814.0	168				True	True	True	False	True	True
SRX3280737	2018-07-17 16:21:11	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 4000	SRR6169888	SRP119914	PRJNA414212	414212	SRS2591605	SAMN07782040	SRA619566	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4603137	7782040	GSE104946	GSM2810606	29494814.0	168				True	True	True	False	True	True
SRX3324106	2018-03-07 16:06:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6215435	SRP121405	PRJNA415714	415714	SRS2628216	SAMN07832837	SRA624340	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4652843	7832837	GSE106133	GSM2830237	29599443.0	subsp. subtilis 168.				True	True	True	False	True	True
SRX3324107	2018-03-07 16:06:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6215436	SRP121405	PRJNA415714	415714	SRS2628217	SAMN07832836	SRA624340	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4652844	7832836	GSE106133	GSM2830238	29599443.0	subsp. subtilis 168.				True	True	True	False	True	True
SRX3324108	2018-03-07 16:06:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6215437	SRP121405	PRJNA415714	415714	SRS2628218	SAMN07832834	SRA624340	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4652845	7832834	GSE106133	GSM2830239	29599443.0	subsp. subtilis 168.				True	True	True	False	True	True
SRX3324109	2018-03-07 16:06:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6215438	SRP121405	PRJNA415714	415714	SRS2628219	SAMN07832833	SRA624340	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4652846	7832833	GSE106133	GSM2830240	29599443.0	subsp. subtilis 168.				True	True	True	False	True	True
SRX3324110	2018-03-07 16:06:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6215439	SRP121405	PRJNA415714	415714	SRS2628220	SAMN07832848	SRA624340	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4652847	7832848	GSE106133	GSM2830241	29599443.0	subsp. subtilis 168.				True	True	True	False	True	True
